name,gender,age,city,platform_primary,platform_secondary,sector,tenure_platform_1_months,tenure_platform_2_months,working_hours_per_day,rating,avg_monthly_earnings,total_earnings,std_dev_earnings,recurring_expenses,cash_inflow_to_outflow_ratio,savings,net_savings_ratio,emergency_fund_months_covered,dependent_count,credit_card_user,credit_score,credit_history_length_months,education,loan_amount_requested,loan_term_months,interest_rate,purpose_of_loan,location_stability,earnings_trend_slope_6mo,num_loan_rejections_6mo,assets_inr,repayment_status
Kalpit Bakshi,Male,47,Karawal Nagar,Zomato,Instamart,food_delivery,45,45,9,3.7,20742,248904,2842.04,9237,1.09,0,0.0,0.2,1,False,,0,10th,81496,24,22.49,medical,stable,-0.09,0,"{""vehicle"": 80314}",0.0
Zinal Majumdar,Female,26,Guwahati,Yes Madam,UrbanClap,beauty,21,26,9,4.8,19535,234420,7759.13,12427,1.02,10000,0.04,3.1,2,False,,0,10th,71059,24,14.13,vehicle,stable,-0.02,0,"{""home"": 1448863}",1.0
Nandini Bora,Female,40,Vellore,UrbanClap,Yes Madam,beauty,40,37,6,4.6,34531,414372,10714.42,17885,1.23,10000,0.02,1.3,1,False,,0,12th,36603,36,16.66,vehicle,stable,-0.0,0,{},1.0
Faris Wadhwa,Male,18,Orai,Uber,Ola,cab,49,53,14,3.9,24260,291120,8881.35,14525,1.43,25000,0.09,3.4,3,True,656.0,11,graduate,59349,12,12.12,wedding,stable,0.19,0,"{""vehicle"": 123850, ""home"": 1056443}",1.0
Champak Manne,Male,20,Hapur,QuickFix,,other,15,0,10,4.250589256019087,12175,146100,1379.39,8200,0.98,0,0.0,0.0,0,False,,0,10th,26548,24,14.87,business,unstable,0.09,0,{},0.0
Aashi Mander,Female,26,Gandhidham,KaamWaliBai,HouseHelpIndia,domestic,49,48,9,4.250589256019087,27214,326568,5939.25,11322,1.1,10000,0.03,1.6,1,True,780.0,21,12th,110357,36,11.9,education,stable,-0.08,0,"{""vehicle"": 228032}",0.0
Ojas Chand,Male,50,Rajkot,Zomato,Swiggy,food_delivery,34,36,10,3.6,27217,326604,6163.97,11011,0.98,0,0.0,0.1,2,False,,0,12th,72297,12,14.68,vehicle,unstable,0.19,0,"{""vehicle"": 190029}",0.0
Naveen Chhabra,Male,31,Sirsa,Rapido,Uber,cab,53,55,14,3.9,15499,185988,6112.56,9683,1.09,0,0.0,1.0,0,True,721.0,20,graduate,43915,36,23.52,vehicle,stable,-0.04,0,"{""home"": 1072011}",1.0
Udarsh Sarraf,Male,28,Motihari,Ola,,cab,41,0,12,4.9,11362,136344,2993.47,6153,1.0,10000,0.07,1.4,2,True,645.0,47,none,44730,24,18.2,business,stable,-0.04,1,"{""vehicle"": 119786}",1.0
Anmol Agate,Male,29,Warangal,Swiggy,Zomato,food_delivery,49,53,9,4.6,22484,269808,8261.89,14482,0.92,0,0.0,1.3,3,True,320.0,26,10th,129080,24,15.04,business,stable,-0.13,0,"{""vehicle"": 94066, ""home"": 661401}",0.0
Kavya Bhatia,Female,27,Guna,QuickFix,HandyManGo,other,5,8,10,4.250589256019087,29488,353856,8939.56,13724,0.82,10000,0.03,0.7,1,False,,0,12th,134950,24,17.0,debt_consolidation,stable,-0.09,1,"{""vehicle"": 140363, ""home"": 1256245}",0.0
Chandresh Toor,Male,22,Gandhidham,Rapido,Uber,cab,9,13,14,4.5,24598,295176,6090.85,13280,1.31,0,0.0,0.8,1,False,,0,10th,58984,24,15.15,wedding,stable,-0.05,1,{},1.0
Nitesh Murty,Male,20,Sangli-Miraj & Kupwad,Instamart,Zomato,food_delivery,40,35,10,4.8,21287,255444,3851.02,12659,1.44,0,0.0,0.4,2,False,,0,graduate,49171,24,14.44,vehicle,unstable,-0.08,0,"{""vehicle"": 262524}",1.0
Amol Solanki,Male,39,Nadiad,UrbanPro,Vedantu,tutoring,8,13,8,4.250589256019087,43140,517680,13273.76,27106,1.23,0,0.0,2.5,1,False,,0,10th,43075,36,12.83,medical,stable,0.15,0,"{""vehicle"": 210925}",1.0
Krishna Sha,Male,24,Noida,Swiggy,,food_delivery,52,0,11,3.9,35004,420048,9379.11,19430,1.18,0,0.0,2.8,0,False,,0,12th,115038,12,17.43,medical,stable,0.07,0,"{""home"": 1418727}",0.0
Hardik Chandra,Male,39,Ujjain,QuickFix,HandyManGo,other,38,33,8,4.250589256019087,28586,343032,9427.26,18402,1.36,0,0.0,3.1,1,True,635.0,11,10th,102975,24,22.52,education,semi-stable,0.0,0,"{""vehicle"": 234243, ""land"": 590732}",0.0
Janya Narain,Female,37,Pimpri-Chinchwad,KaamWaliBai,HouseHelpIndia,domestic,44,43,8,4.250589256019087,31149,373788,5058.71,19966,1.09,0,0.0,4.0,1,False,,0,graduate,76688,24,15.46,business,stable,0.27,0,"{""vehicle"": 74359}",1.0
Upkaar Taneja,Male,30,Nandyal,Swiggy,Zomato,food_delivery,48,51,8,3.6,22769,273228,4482.89,15540,0.8,10000,0.04,1.7,3,True,551.0,47,12th,118595,24,10.19,debt_consolidation,semi-stable,0.16,0,"{""land"": 811955}",1.0
Logan Mukhopadhyay,Male,36,Rajkot,Rapido,Uber,cab,56,52,10,3.8,19846,238152,7163.07,11222,0.84,0,0.0,2.5,2,False,,0,12th,50158,12,18.62,education,stable,0.06,0,"{""vehicle"": 136798, ""land"": 618712}",1.0
Abeer Gokhale,Male,27,Tumkur,Vedantu,UrbanPro,tutoring,33,29,8,4.250589256019087,38242,458904,14593.32,17562,0.83,10000,0.02,1.6,1,False,,0,10th,124563,24,20.0,medical,unstable,0.12,0,"{""vehicle"": 120768}",0.0
Noah Dutt,Male,20,Jamnagar,Vedantu,UrbanPro,tutoring,3,8,8,4.250589256019087,33403,400836,10599.76,16387,1.24,0,0.0,0.7,1,True,758.0,32,graduate,127885,12,11.86,medical,stable,0.15,1,"{""vehicle"": 97644}",0.0
Laban Gade,Male,41,Erode,Swiggy,Zomato,food_delivery,20,20,12,4.4,34443,413316,6798.52,19072,0.94,0,0.0,0.8,1,False,,0,10th,48930,12,22.06,business,semi-stable,0.01,0,"{""vehicle"": 216169}",1.0
Chakradhar Buch,Male,26,Bhiwani,Zepto,Swiggy,food_delivery,27,21,11,4.0,35801,429612,7905.56,14454,1.01,10000,0.02,1.0,1,False,,0,10th,38015,12,11.96,vehicle,stable,0.04,0,"{""vehicle"": 298806}",1.0
Jairaj Mammen,Male,39,Panchkula,QuickFix,,other,57,0,8,4.250589256019087,26205,314460,5251.95,12802,0.9,0,0.0,2.7,1,False,,0,graduate,101325,36,17.69,medical,unstable,-0.0,0,{},0.0
Timothy Balan,Male,18,Gwalior,Swiggy,Zomato,food_delivery,3,-1,9,3.8,24897,298764,7716.82,10668,1.15,0,0.0,1.0,0,False,,0,graduate,13588,12,20.58,education,semi-stable,-0.06,0,"{""vehicle"": 223084}",0.0
Jai Lad,Male,29,Karnal,HandyManGo,QuickFix,other,7,1,11,4.250589256019087,35582,426984,4692.12,19730,1.08,10000,0.02,0.7,1,True,378.0,14,10th,75193,24,14.61,vehicle,stable,-0.03,0,{},1.0
Onveer Mandal,Male,30,Kamarhati,QuickFix,HandyManGo,other,56,50,8,4.250589256019087,78289,939468,15308.31,34728,1.5,0,0.0,1.8,1,False,,0,12th,77790,36,23.56,education,stable,-0.15,0,{},1.0
Rushil Nadkarni,Male,25,Mysore,UrbanClap,Yes Madam,beauty,31,26,7,3.8,24516,294192,7753.74,12808,1.18,10000,0.03,3.4,2,False,,0,none,54434,36,20.02,wedding,semi-stable,-0.02,2,"{""vehicle"": 271067, ""land"": 561526}",0.0
Matthew Kamdar,Male,28,Meerut,HandyManGo,QuickFix,other,17,14,7,4.250589256019087,27927,335124,3079.91,17080,1.15,0,0.0,2.9,2,False,,0,graduate,128599,24,11.28,vehicle,stable,-0.01,1,{},0.0
Hardik Tank,Male,19,Phusro,Swiggy,Zepto,food_delivery,34,36,11,4.3,46585,559020,18045.0,26413,1.48,0,0.0,3.3,2,False,,0,graduate,15776,36,17.92,education,stable,-0.0,0,"{""home"": 595332}",1.0
Umang Som,Male,33,Tumkur,Ola,Uber,cab,53,51,11,4.7,39397,472764,10850.9,23435,1.41,0,0.0,3.3,2,False,,0,12th,25710,24,17.56,debt_consolidation,stable,-0.03,0,"{""land"": 522553}",1.0
Gaurika Chakraborty,Female,27,Bhilwara,HouseHelpIndia,,domestic,46,0,7,4.250589256019087,40027,480324,6991.55,24391,1.28,0,0.0,0.8,3,False,,0,10th,80814,12,11.65,vehicle,semi-stable,-0.15,0,"{""vehicle"": 200888}",0.0
Jasmit Dhar,Female,26,Hazaribagh,UrbanClap,Yes Madam,beauty,12,16,8,4.8,18594,223128,7404.39,11247,1.12,0,0.0,1.0,1,False,,0,10th,69442,36,12.92,debt_consolidation,stable,0.06,0,"{""vehicle"": 136814}",0.0
Gautam Mohan,Male,38,Jamshedpur,Swiggy,Zepto,food_delivery,33,29,11,3.6,26259,315108,3064.85,13865,1.42,10000,0.03,3.9,0,False,,0,12th,48301,36,14.65,education,stable,0.12,0,"{""vehicle"": 207118, ""home"": 884214, ""land"": 215077}",1.0
Faraj Comar,Male,27,Proddatur,Ola,Rapido,cab,47,42,11,4.9,13665,163980,4903.83,6928,0.83,0,0.0,0.6,2,True,656.0,43,10th,56818,36,22.43,vehicle,stable,0.01,0,"{""vehicle"": 203536, ""land"": 803294}",1.0
Ryan Saran,Male,46,Alwar,HouseHelpIndia,KaamWaliBai,domestic,55,58,9,4.250589256019087,31995,383940,4408.25,18616,1.12,0,0.0,1.9,1,False,,0,10th,85107,36,21.5,business,stable,0.06,0,"{""vehicle"": 88251, ""home"": 1106267}",1.0
Quincy Nagy,Male,30,Bhubaneswar,Ola,Uber,cab,44,48,10,4.6,37422,449064,13377.99,17920,0.99,10000,0.02,2.3,2,False,,0,graduate,83771,12,19.1,debt_consolidation,stable,0.14,0,"{""home"": 1306664}",1.0
Alexander Srinivasan,Male,33,Nagaon,Ola,Rapido,cab,52,46,10,4.5,16526,198312,6038.14,7015,1.14,10000,0.05,1.0,2,False,,0,12th,11841,36,15.68,medical,stable,-0.07,0,"{""vehicle"": 88036, ""land"": 420212}",1.0
Siya Jain,Female,27,Kolhapur,UrbanClap,Yes Madam,beauty,55,60,6,4.0,31318,375816,3139.98,17639,0.74,0,0.0,3.4,0,False,,0,graduate,48609,36,20.88,vehicle,stable,-0.02,0,"{""home"": 953353}",0.0
Baghyawati Naidu,Female,50,Visakhapatnam,Yes Madam,UrbanClap,beauty,6,1,9,4.2,29974,359688,4896.79,13388,1.49,10000,0.03,3.3,1,False,,0,12th,45861,12,12.51,business,semi-stable,-0.13,0,"{""home"": 697509}",1.0
Ayushman Palan,Male,39,Mysore,Ola,Uber,cab,46,49,14,4.6,28818,345816,3805.86,17507,1.43,0,0.0,3.7,1,True,475.0,48,none,29802,12,12.73,medical,stable,0.01,0,{},1.0
Ekanta Bhatnagar,Female,47,Giridih,HouseHelpIndia,KaamWaliBai,domestic,45,50,7,4.250589256019087,78110,937320,9250.48,46462,1.36,0,0.0,3.7,1,False,,0,graduate,17276,36,16.71,vehicle,stable,-0.06,0,"{""home"": 1103529}",1.0
Mitesh Manda,Male,23,Satara,HandyManGo,QuickFix,other,59,55,8,4.250589256019087,20024,240288,3924.94,8453,0.99,10000,0.04,2.2,3,False,,0,12th,130297,36,18.38,vehicle,stable,-0.08,0,"{""vehicle"": 161007}",0.0
Yuvraj Setty,Male,35,Erode,QuickFix,HandyManGo,other,15,17,8,4.250589256019087,30706,368472,8817.42,12951,1.5,10000,0.03,1.8,0,False,,0,12th,105079,12,20.32,debt_consolidation,semi-stable,0.17,0,"{""vehicle"": 255939, ""home"": 1267716}",1.0
Abhiram Dasgupta,Male,39,Dindigul,Uber,,cab,46,0,13,4.7,8000,96000,925.92,3756,1.36,10000,0.1,3.6,1,False,,0,graduate,119085,36,15.19,vehicle,semi-stable,-0.05,0,"{""vehicle"": 144293, ""home"": 830790}",0.0
Falan Srinivasan,Male,28,Coimbatore,HouseHelpIndia,KaamWaliBai,domestic,40,35,9,4.250589256019087,15951,191412,4027.33,7322,0.79,0,0.0,0.2,1,False,,0,10th,111857,12,19.24,medical,stable,0.04,0,"{""vehicle"": 139134, ""home"": 513973}",0.0
Ranveer Sawhney,Male,37,Jabalpur,Zomato,Zepto,food_delivery,47,49,9,4.0,20810,249720,7063.54,10578,1.34,10000,0.04,3.4,2,False,,0,12th,17756,12,18.27,wedding,stable,0.05,1,"{""vehicle"": 298155}",1.0
Praneel Sani,Male,23,Nadiad,Vedantu,UrbanPro,tutoring,48,48,7,4.250589256019087,22039,264468,2647.44,12852,0.73,0,0.0,0.8,2,False,,0,12th,40711,36,16.94,wedding,stable,0.04,0,"{""vehicle"": 267932}",0.0
Nakul Mane,Male,37,Adoni,UrbanClap,Yes Madam,beauty,45,48,6,4.3,14381,172572,3643.13,6930,1.31,0,0.0,2.1,2,False,,0,10th,142467,36,18.88,vehicle,semi-stable,-0.07,0,"{""vehicle"": 152975}",0.0
Frederick Chadha,Male,46,Kamarhati,HandyManGo,QuickFix,other,59,54,11,4.250589256019087,22275,267300,8256.26,11211,0.92,0,0.0,2.9,2,False,,0,12th,65855,24,22.2,business,stable,0.02,0,{},1.0
Amruta Mitra,Female,20,Fatehpur,HouseHelpIndia,KaamWaliBai,domestic,10,4,7,4.250589256019087,28495,341940,11189.52,16822,1.31,0,0.0,2.4,2,False,,0,12th,49966,36,11.8,medical,stable,-0.12,0,"{""home"": 866513}",0.0
Alka Mallick,Female,20,Pune,Instamart,,food_delivery,8,0,11,4.3,22515,270180,5785.97,12600,1.21,10000,0.04,2.5,1,False,,0,graduate,72552,24,12.44,education,semi-stable,0.03,0,"{""vehicle"": 66089, ""home"": 620583}",1.0
Tristan Chakrabarti,Male,20,Bilaspur,Vedantu,UrbanPro,tutoring,45,40,8,4.250589256019087,20949,251388,7510.33,14488,1.13,10000,0.04,3.7,1,False,,0,12th,77323,12,17.63,vehicle,stable,-0.23,0,"{""vehicle"": 191022}",0.0
Hiral Pant,Female,25,Phusro,HouseHelpIndia,KaamWaliBai,domestic,38,37,9,4.250589256019087,36396,436752,10334.27,19338,1.01,25000,0.06,1.2,0,False,,0,12th,29428,24,22.35,debt_consolidation,stable,-0.05,0,"{""vehicle"": 114524}",1.0
Vihaan Vaidya,Male,28,Guntakal,Yes Madam,UrbanClap,beauty,46,50,9,4.5,17614,211368,4358.82,10162,1.21,0,0.0,2.2,1,False,,0,12th,95558,36,17.06,vehicle,stable,0.01,0,"{""vehicle"": 232319, ""land"": 310574}",0.0
Rachit Sidhu,Male,36,Korba,Zomato,Zepto,food_delivery,20,18,12,4.1,33254,399048,10011.72,15318,0.71,0,0.0,3.1,1,False,,0,12th,74540,24,23.26,debt_consolidation,stable,-0.13,0,"{""land"": 137975}",0.0
Vincent Sandhu,Male,29,Ozhukarai,Instamart,Zomato,food_delivery,44,48,8,4.0,24535,294420,9274.0,10273,1.36,0,0.0,2.8,1,False,,0,10th,34410,12,19.32,education,stable,0.0,0,"{""vehicle"": 79677, ""home"": 1254836}",1.0
Jai Dhar,Male,27,Raebareli,QuickFix,HandyManGo,other,46,47,7,4.250589256019087,11405,136860,2349.92,5782,0.83,10000,0.07,1.2,1,False,,0,12th,56537,12,18.37,vehicle,stable,0.01,0,"{""vehicle"": 223086, ""land"": 477009}",0.0
Naveen Chadha,Male,20,Deoghar,Uber,,cab,16,0,10,4.0,18608,223296,2426.35,11796,0.74,10000,0.04,0.6,2,False,,0,graduate,97060,24,21.0,vehicle,stable,-0.07,0,"{""vehicle"": 51971}",0.0
Nicholas Devi,Male,21,Jamshedpur,Rapido,Uber,cab,34,34,10,4.8,30997,371964,3865.77,14390,1.37,25000,0.07,0.5,1,False,,0,10th,40060,12,18.93,education,stable,-0.08,0,{},1.0
Lajita Aggarwal,Female,27,Varanasi,HouseHelpIndia,KaamWaliBai,domestic,47,46,7,4.250589256019087,32809,393708,12036.87,16234,0.82,10000,0.03,2.5,2,False,,0,10th,90204,24,13.58,wedding,stable,-0.05,1,"{""vehicle"": 151682, ""home"": 969356}",0.0
Zansi Modi,Female,36,Tirunelveli,HouseHelpIndia,KaamWaliBai,domestic,38,38,9,4.250589256019087,33794,405528,3751.53,15241,1.41,10000,0.02,2.6,1,True,634.0,58,10th,69292,24,21.0,education,stable,-0.1,0,"{""land"": 519592}",1.0
Upasna Wable,Female,21,Tezpur,Yes Madam,UrbanClap,beauty,12,10,6,4.6,29818,357816,9269.14,20190,1.25,0,0.0,2.3,1,True,647.0,34,10th,22757,36,16.42,vehicle,stable,-0.02,0,{},1.0
Onkar Raghavan,Male,20,Ujjain,QuickFix,HandyManGo,other,58,52,6,4.250589256019087,34289,411468,4134.07,23559,1.01,10000,0.02,0.7,1,True,717.0,34,12th,24057,24,15.41,education,stable,-0.04,0,"{""vehicle"": 235755}",1.0
Indira Choudhry,Female,38,Navi Mumbai,HandyManGo,QuickFix,other,21,22,6,4.250589256019087,23245,278940,4329.75,11569,1.25,10000,0.04,2.7,0,True,701.0,58,12th,98046,36,10.45,education,stable,-0.07,0,"{""land"": 979064}",1.0
Ishaan Nori,Male,40,Naihati,KaamWaliBai,HouseHelpIndia,domestic,40,35,9,4.250589256019087,33580,402960,12420.29,16613,1.27,10000,0.02,1.4,1,True,340.0,9,10th,21473,36,10.21,vehicle,stable,-0.03,0,{},1.0
Oeshi Deep,Female,37,Muzaffarpur,KaamWaliBai,HouseHelpIndia,domestic,30,27,9,4.250589256019087,27085,325020,4837.43,17290,1.32,10000,0.03,1.3,1,False,,0,10th,45922,36,19.69,medical,stable,-0.08,0,"{""vehicle"": 167089}",0.0
Charita Mitra,Female,36,Mathura,HouseHelpIndia,KaamWaliBai,domestic,14,15,8,4.250589256019087,26049,312588,9309.04,14593,1.4,0,0.0,2.1,0,False,,0,12th,121929,36,21.24,debt_consolidation,stable,-0.07,0,"{""home"": 1010014}",0.0
Anamika Vohra,Female,48,Dibrugarh,UrbanPro,Vedantu,tutoring,59,53,8,4.250589256019087,24436,293232,9308.17,12043,1.28,10000,0.03,3.6,1,False,,0,10th,127098,36,23.52,medical,semi-stable,-0.13,0,"{""vehicle"": 64332}",0.0
Raksha Koshy,Female,26,Mira-Bhayandar,HouseHelpIndia,KaamWaliBai,domestic,9,4,8,4.250589256019087,23991,287892,3185.53,14547,0.78,25000,0.09,4.0,0,False,,0,12th,38081,36,15.94,business,semi-stable,0.09,0,"{""land"": 845089}",0.0
Wazir Mistry,Male,50,Jehanabad,QuickFix,HandyManGo,other,33,31,11,4.250589256019087,38398,460776,4716.39,24760,1.2,0,0.0,1.0,2,False,,0,graduate,97131,24,18.4,vehicle,stable,-0.0,0,"{""vehicle"": 204592}",1.0
Gunbir Kala,Male,49,Naihati,Yes Madam,UrbanClap,beauty,27,21,8,3.6,20024,240288,4303.68,10846,1.26,0,0.0,3.6,2,True,497.0,39,graduate,115556,24,10.76,medical,unstable,0.13,0,"{""vehicle"": 199939}",0.0
Nimrat Shah,Female,50,Bhiwandi,Yes Madam,UrbanClap,beauty,46,50,6,4.3,24017,288204,2469.44,11036,0.75,10000,0.03,1.1,1,False,,0,10th,97873,36,11.56,medical,unstable,0.03,0,{},0.0
Azaan Ratta,Male,44,Jaunpur,Zomato,,food_delivery,20,0,9,4.2,23178,278136,7774.07,16022,1.47,0,0.0,2.8,3,False,,0,12th,133163,24,12.3,education,unstable,-0.03,0,{},0.0
Nandini Sachar,Female,45,Mehsana,KaamWaliBai,,domestic,40,0,8,4.250589256019087,23258,279096,7694.44,15363,1.5,0,0.0,2.3,1,False,,0,12th,143399,24,13.86,medical,semi-stable,-0.05,0,"{""vehicle"": 104608}",0.0
Harsh Dar,Male,27,Phusro,Instamart,Swiggy,food_delivery,57,57,8,4.2,33226,398712,13192.69,16589,0.92,25000,0.06,1.5,1,True,686.0,38,graduate,63197,12,17.35,vehicle,semi-stable,-0.05,0,"{""vehicle"": 247565}",1.0
Bhanumati Magar,Female,48,Loni,HouseHelpIndia,KaamWaliBai,domestic,28,28,9,4.250589256019087,30849,370188,3279.37,14769,1.34,0,0.0,0.1,0,True,384.0,11,12th,123715,24,10.49,medical,stable,-0.14,0,"{""home"": 446329}",0.0
Kiaan Sandhu,Male,32,Durgapur,Zepto,Instamart,food_delivery,49,50,12,4.3,33076,396912,11448.08,21764,0.93,0,0.0,1.5,3,False,,0,10th,87141,24,18.64,business,stable,-0.13,1,"{""home"": 949105}",1.0
Oviya Dayal,Female,29,Cuttack,KaamWaliBai,HouseHelpIndia,domestic,3,1,7,4.250589256019087,52370,628440,9829.48,28039,1.38,25000,0.04,1.4,3,True,758.0,46,12th,142420,24,13.76,vehicle,stable,0.09,0,"{""vehicle"": 285348, ""land"": 259822}",1.0
Ikbal Bhargava,Male,41,Ramgarh,Uber,Ola,cab,19,16,10,4.2,20082,240984,5423.03,9748,1.0,0,0.0,2.7,1,False,,0,12th,148721,12,17.9,wedding,stable,-0.15,0,{},0.0
Raagini Goswami,Female,35,Katihar,KaamWaliBai,HouseHelpIndia,domestic,51,45,7,4.250589256019087,19367,232404,4137.1,9703,1.47,10000,0.04,3.7,1,False,,0,none,66291,24,22.54,wedding,stable,0.11,2,{},1.0
Azaan Rao,Male,19,North Dumdum,KaamWaliBai,HouseHelpIndia,domestic,50,50,8,4.250589256019087,20663,247956,2718.44,9753,0.73,25000,0.1,0.7,1,True,445.0,14,12th,149416,12,17.45,business,semi-stable,0.04,0,{},1.0
Reyansh Choudhry,Male,43,Nandyal,Rapido,Ola,cab,9,8,10,3.6,19136,229632,4051.39,9868,0.84,25000,0.11,0.2,2,False,,0,10th,96042,24,14.45,medical,semi-stable,0.02,0,"{""vehicle"": 244136}",0.0
Irya Mitra,Female,20,Jorhat,HouseHelpIndia,KaamWaliBai,domestic,28,30,8,4.250589256019087,23104,277248,6568.64,12541,0.88,0,0.0,0.3,1,False,,0,12th,92083,12,22.45,education,unstable,0.11,0,"{""home"": 928858}",0.0
Hemang Zachariah,Male,34,Kishanganj,HouseHelpIndia,,domestic,41,0,9,4.250589256019087,28532,342384,5858.14,19047,0.88,0,0.0,0.2,0,False,,0,none,90024,24,12.95,education,unstable,-0.12,0,"{""vehicle"": 264315}",0.0
Raksha Bose,Female,30,Danapur,KaamWaliBai,HouseHelpIndia,domestic,45,50,9,4.250589256019087,22629,271548,5379.99,11961,0.8,0,0.0,2.5,0,True,588.0,59,10th,15575,12,18.33,education,stable,0.2,0,"{""home"": 1000518}",1.0
Dominic Majumdar,Male,40,Pudukkottai,Zomato,Zepto,food_delivery,29,28,11,4.6,16844,202128,4275.77,7861,1.5,10000,0.05,3.9,1,False,,0,12th,101735,36,20.16,vehicle,stable,0.0,0,"{""vehicle"": 243621, ""land"": 894307}",1.0
Bakhshi Mitra,Male,43,Rajahmundry,HandyManGo,QuickFix,other,52,52,6,4.250589256019087,18535,222420,6276.67,12210,1.31,10000,0.04,3.2,3,False,,0,graduate,143205,24,22.33,education,stable,0.22,0,"{""vehicle"": 108020, ""land"": 419644}",0.0
Panini Nayak,Female,19,Mango,UrbanPro,,tutoring,9,0,8,4.250589256019087,24792,297504,4681.73,10080,1.16,0,0.0,1.0,2,False,,0,10th,89487,36,20.1,medical,stable,-0.03,1,"{""vehicle"": 63516}",0.0
Utkarsh Vohra,Male,48,Solapur,HouseHelpIndia,KaamWaliBai,domestic,22,25,8,4.250589256019087,29112,349344,4613.19,19944,0.91,10000,0.03,3.4,1,False,,0,12th,74555,24,22.69,wedding,stable,-0.14,0,{},0.0
Tarak Date,Male,18,Kollam,HandyManGo,QuickFix,other,32,31,10,4.250589256019087,33644,403728,9133.33,19575,1.33,0,0.0,1.3,1,False,,0,10th,59793,24,13.48,wedding,stable,-0.01,0,"{""vehicle"": 59636, ""home"": 1090644}",1.0
Mitesh Madan,Male,39,Sirsa,Zepto,Instamart,food_delivery,8,7,9,5.0,35580,426960,13016.96,22835,0.72,10000,0.02,1.3,2,True,347.0,22,12th,12543,36,21.63,medical,stable,0.01,0,"{""vehicle"": 220674}",1.0
Kalpit Lal,Male,45,Ratlam,UrbanPro,Vedantu,tutoring,49,47,8,4.250589256019087,30114,361368,3406.0,13879,0.79,10000,0.03,2.3,2,True,628.0,55,10th,21706,24,13.66,business,stable,0.02,0,{},1.0
Luke Sankar,Male,48,Jalgaon,Swiggy,Zepto,food_delivery,11,8,9,3.8,24715,296580,7374.91,14668,1.08,0,0.0,3.1,1,True,464.0,22,10th,24497,12,13.19,business,stable,0.18,0,{},0.0
Onkar Goswami,Male,49,Berhampur,Rapido,Uber,cab,15,15,10,4.8,17914,214968,2409.59,9567,1.4,0,0.0,0.3,1,False,,0,10th,62114,36,14.42,education,unstable,-0.01,0,"{""vehicle"": 224051}",1.0
Raksha Trivedi,Female,43,Gwalior,UrbanClap,Yes Madam,beauty,36,38,7,4.0,32198,386376,7370.37,20851,0.92,10000,0.03,0.1,1,False,,0,10th,94953,12,16.05,business,stable,-0.12,0,"{""vehicle"": 203417}",0.0
Frederick Kar,Male,19,Ranchi,Uber,Rapido,cab,3,4,12,4.4,16099,193188,5363.89,10875,0.81,10000,0.05,2.4,0,False,,0,10th,15608,36,10.69,medical,stable,0.03,0,"{""vehicle"": 287842, ""land"": 666508}",1.0
Teerth Balakrishnan,Male,20,Nagercoil,QuickFix,HandyManGo,other,38,36,6,4.250589256019087,24802,297624,2511.13,11232,0.75,0,0.0,1.4,0,False,,0,graduate,43533,36,16.55,debt_consolidation,semi-stable,-0.02,1,{},0.0
Balhaar Dyal,Male,29,Burhanpur,Zepto,Swiggy,food_delivery,58,54,10,4.8,32310,387720,10552.23,22445,0.94,25000,0.06,0.8,2,False,,0,none,47080,12,15.2,vehicle,semi-stable,0.23,0,"{""home"": 343327}",1.0
Balvan Agarwal,Male,48,Munger,Uber,Rapido,cab,12,13,14,5.0,34100,409200,9814.97,15538,1.27,0,0.0,3.0,1,False,,0,10th,118337,36,22.38,business,stable,-0.14,0,{},1.0
Avi Samra,Male,29,Kharagpur,Swiggy,Instamart,food_delivery,50,53,9,4.8,30298,363576,9941.81,17305,1.34,10000,0.03,3.7,3,False,,0,10th,145698,36,22.66,business,stable,0.1,0,"{""vehicle"": 80481}",1.0
Benjamin Vyas,Male,37,Dindigul,Instamart,Zomato,food_delivery,56,56,12,3.9,24016,288192,8007.95,12618,0.82,10000,0.03,2.3,2,True,320.0,26,none,140599,36,12.61,medical,stable,0.08,0,"{""vehicle"": 194881}",0.0
Matthew Korpal,Male,23,Pimpri-Chinchwad,Ola,Uber,cab,16,19,12,3.8,22904,274848,8782.87,15089,1.41,0,0.0,1.6,2,False,,0,graduate,128076,12,15.53,education,stable,0.02,0,{},0.0
Hredhaan Nadig,Male,38,Mau,Zomato,Swiggy,food_delivery,17,21,9,4.9,25526,306312,5766.76,17826,0.82,25000,0.08,0.3,1,True,481.0,43,10th,35393,36,13.22,wedding,stable,0.1,2,"{""vehicle"": 95733}",1.0
Ranbir Rattan,Male,18,Jabalpur,Rapido,Ola,cab,19,14,13,4.7,26552,318624,3299.55,15222,0.96,0,0.0,3.1,1,False,,0,10th,146762,12,20.11,vehicle,semi-stable,0.02,0,"{""vehicle"": 120680}",0.0
Advik Suri,Male,40,Ranchi,Zepto,Swiggy,food_delivery,46,51,8,4.1,27961,335532,8165.8,18053,0.75,25000,0.07,1.2,0,True,572.0,24,12th,102303,12,12.27,education,stable,-0.12,0,"{""home"": 515290}",1.0
Ishwar Gala,Male,22,Guntakal,Zomato,Instamart,food_delivery,53,51,10,3.6,24100,289200,6906.87,10204,1.09,0,0.0,0.6,1,False,,0,10th,129629,12,15.93,debt_consolidation,stable,0.07,0,"{""vehicle"": 59818}",0.0
